question_id,condition,answer_id,normalized_absolute_diff,normalized_signed_diff,total_tokens
4.13,mem0_full,4.13.192,0.5166666666666667,-0.5166666666666667,637.3333333333334
4.13,mem0_full,4.13.202,0.13333333333333333,0.13333333333333333,670.6666666666666
4.13,mem0_full,4.13.210,0.08333333333333337,-0.08333333333333337,648.0
4.13,mem0_full,4.13.233,0.39999999999999997,-0.39999999999999997,607.0
4.13,mem0_full,4.13.361,0.050000000000000044,0.050000000000000044,652.6666666666666
4.13,mem0_full,4.13.82,0.4000000000000001,-0.4000000000000001,617.0
4.13,mem0_no_feedback,4.13.128,0.15000000000000002,-0.15000000000000002,563.3333333333334
4.13,mem0_no_feedback,4.13.140,0.03333333333333336,-0.03333333333333336,579.6666666666666
4.13,mem0_no_feedback,4.13.160,0.6833333333333332,-0.6833333333333332,533.3333333333334
4.13,mem0_no_feedback,4.13.186,0.75,-0.75,574.6666666666666
4.13,mem0_no_feedback,4.13.192,0.3666666666666667,-0.3666666666666667,564.6666666666666
4.13,mem0_no_feedback,4.13.202,0.08333333333333333,0.08333333333333333,596.3333333333334
4.13,mem0_no_feedback,4.13.210,0.050000000000000044,-0.050000000000000044,573.3333333333334
4.13,mem0_no_feedback,4.13.233,0.4000000000000001,-0.4000000000000001,539.3333333333334
4.13,mem0_no_feedback,4.13.361,0.01666666666666668,0.01666666666666668,579.3333333333334
4.13,mem0_no_feedback,4.13.82,0.35000000000000003,-0.35000000000000003,544.3333333333334
4.13,amem_full,4.13.128,0.0,0.0,8363.666666666666
4.13,amem_full,4.13.140,0.0,0.0,8455.666666666666
4.13,amem_full,4.13.160,0.5,-0.5,8366.0
4.13,amem_full,4.13.186,0.4166666666666667,-0.4166666666666667,8581.333333333334
4.13,amem_full,4.13.192,0.3833333333333333,-0.3833333333333333,8341.666666666666
4.13,amem_full,4.13.202,0.13333333333333333,0.13333333333333333,8575.666666666666
4.13,amem_full,4.13.210,0.0,0.0,8513.666666666666
4.13,amem_full,4.13.233,0.08333333333333333,-0.08333333333333333,8401.333333333334
4.13,amem_full,4.13.361,0.0,0.0,8613.0
4.13,amem_full,4.13.82,0.25,-0.25,8419.0
4.13,amem_no_feedback,4.13.128,0.0,0.0,7987.0
4.13,amem_no_feedback,4.13.140,0.0,0.0,8068.333333333333
4.13,amem_no_feedback,4.13.160,0.4166666666666667,-0.4166666666666667,8090.666666666667
4.13,amem_no_feedback,4.13.186,0.4166666666666667,-0.4166666666666667,8122.0
4.13,amem_no_feedback,4.13.192,0.25,-0.25,7990.333333333333
4.13,amem_no_feedback,4.13.202,0.15,0.15,8164.333333333333
4.13,amem_no_feedback,4.13.210,0.0,0.0,8169.333333333333
4.13,amem_no_feedback,4.13.233,0.0,0.0,8012.0
4.13,amem_no_feedback,4.13.361,0.0,0.0,8231.333333333334
4.13,amem_no_feedback,4.13.82,0.25,-0.25,7992.666666666667
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.108,0.16666666666666666,-0.16666666666666666,383.3333333333333
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.179,0.033333333333333326,-0.033333333333333326,223.66666666666666
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.180,0.0,0.0,261.0
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.213,0.16666666666666663,-0.16666666666666663,249.33333333333334
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.26,0.033333333333333326,-0.033333333333333326,225.66666666666666
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.298,0.033333333333333326,-0.033333333333333326,264.6666666666667
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.332,0.2333333333333333,-0.2333333333333333,287.3333333333333
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.351,0.0,0.0,234.0
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.359,0.1333333333333333,-0.1333333333333333,206.33333333333334
4.2_LM_v1.0,no_memory,4.2_LM_v1.0.39,0.01666666666666668,-0.01666666666666668,286.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.108,0.0,0.0,4422.333333333333
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.179,0.0,0.0,3780.6666666666665
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.180,0.0,0.0,4246.666666666667
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.213,0.0,0.0,3827.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.26,0.0,0.0,3990.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.298,0.0,0.0,4437.333333333333
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.332,0.0,0.0,3879.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.351,0.0,0.0,4268.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.359,0.0,0.0,3625.0
4.2_LM_v1.0,retrieval_full,4.2_LM_v1.0.39,0.0,0.0,4176.0
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.108,0.0,0.0,3909.3333333333335
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.179,0.0,0.0,3341.0
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.180,0.0,0.0,3809.6666666666665
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.213,0.0,0.0,3349.6666666666665
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.26,0.0,0.0,3567.3333333333335
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.298,0.0,0.0,4004.3333333333335
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.332,0.08333333333333333,-0.08333333333333333,3356.6666666666665
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.351,0.0,0.0,3797.0
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.359,0.0,0.0,3205.0
4.2_LM_v1.0,retrieval_no_feedback,4.2_LM_v1.0.39,0.0,0.0,3532.0
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.108,0.20666666666666667,-0.20666666666666667,660.6666666666666
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.179,0.13333333333333333,-0.13333333333333333,509.6666666666667
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.180,0.16666666666666663,-0.16666666666666663,558.3333333333334
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.213,0.19999999999999996,-0.19999999999999996,525.6666666666666
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.26,0.0666666666666667,-0.0666666666666667,514.3333333333334
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.298,0.09999999999999998,-0.09999999999999998,547.3333333333334
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.332,0.35000000000000003,-0.35000000000000003,561.6666666666666
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.351,0.0,0.0,514.6666666666666
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.359,0.19999999999999998,-0.19999999999999998,490.6666666666667
4.2_LM_v1.0,mem0_full,4.2_LM_v1.0.39,0.06666666666666665,-0.06666666666666665,573.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.108,0.19999999999999996,-0.19999999999999996,645.6666666666666
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.179,0.09999999999999998,-0.09999999999999998,508.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.180,0.11666666666666665,-0.11666666666666665,546.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.213,0.19999999999999998,-0.19999999999999998,517.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.26,0.06666666666666665,-0.06666666666666665,506.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.298,0.16666666666666666,-0.16666666666666666,536.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.332,0.25,-0.25,553.6666666666666
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.351,0.0,0.0,510.3333333333333
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.359,0.19999999999999996,-0.19999999999999996,482.0
4.2_LM_v1.0,mem0_no_feedback,4.2_LM_v1.0.39,0.09999999999999998,-0.09999999999999998,576.3333333333334
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.108,0.06666666666666665,-0.06666666666666665,8763.666666666666
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.179,0.0,0.0,7719.666666666667
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.180,0.0,0.0,8665.333333333334
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.213,0.0,0.0,7814.0
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.26,0.0,0.0,8288.666666666666
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.298,0.0,0.0,8481.333333333334
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.332,0.16666666666666666,-0.16666666666666666,7898.0
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.351,0.0,0.0,8262.666666666666
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.359,0.0,0.0,7706.333333333333
4.2_LM_v1.0,amem_full,4.2_LM_v1.0.39,0.0,0.0,8004.666666666667
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.108,0.01666666666666668,-0.01666666666666668,8367.333333333334
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.179,0.0,0.0,7221.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.180,0.0,0.0,7842.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.213,0.0,0.0,7365.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.26,0.0,0.0,7491.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.298,0.0,0.0,8217.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.332,0.13333333333333333,-0.13333333333333333,7314.666666666667
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.351,0.0,0.0,7902.0
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.359,0.0,0.0,7120.666666666667
4.2_LM_v1.0,amem_no_feedback,4.2_LM_v1.0.39,0.0,0.0,7452.0
