answer_id,source_split
10.2_TC.306,validation
10.2_TC.325,validation
10.2_TC.328,train
10.2_TC.355,train
10.2_TC.465,train
10.2_TC.502,train
10.2_TC.521,train
10.2_TC.523,validation
10.2_TC.54,validation
10.2_TC.556,train
10.2_TC.579,train
10.2_TC.581,validation
10.2_TC.664,train
10.2_TC.675,train
10.2_TC.686,train
10.2_TC.691,train
10.2_TC.747,train
10.2_TC.834,train
10.2_TC.877,train
10.2_TC.888,train
10.2_TC.906,train
10.2_TC.907,train
10.2_TC.941,train
10.2_TC.956,train
10.2_TC.993,train
10.3_TC.104,train
10.3_TC.109,train
10.3_TC.1108,validation
10.3_TC.111,train
10.3_TC.112,validation
10.3_TC.1172,validation
10.3_TC.1176,train
10.3_TC.1194,train
10.3_TC.1195,train
10.3_TC.1238,train
10.3_TC.1250,train
10.3_TC.1280,train
10.3_TC.1335,train
10.3_TC.1350,validation
10.3_TC.1352,train
10.3_TC.1409,train
10.3_TC.1438,validation
10.3_TC.1445,validation
10.3_TC.1482,train
10.3_TC.1495,validation
10.3_TC.1515,validation
10.3_TC.1522,train
10.3_TC.1592,train
10.3_TC.1650,train
10.3_TC.167,train
10.3_TC.1676,train
10.3_TC.173,train
10.3_TC.1739,train
10.3_TC.1824,train
10.3_TC.1896,train
10.3_TC.1904,train
10.3_TC.1931,train
10.3_TC.1987,train
10.3_TC.204,train
10.3_TC.2105,train
10.3_TC.211,train
10.3_TC.2121,train
10.3_TC.2125,train
10.3_TC.235,train
10.3_TC.276,validation
10.3_TC.283,validation
10.3_TC.292,train
10.3_TC.322,validation
10.3_TC.360,train
10.3_TC.382,validation
10.3_TC.541,train
10.3_TC.560,train
10.3_TC.585,train
10.3_TC.606,train
10.3_TC.617,train
10.3_TC.618,train
10.3_TC.619,validation
10.3_TC.62,train
10.3_TC.622,train
10.3_TC.624,validation
10.3_TC.637,train
10.3_TC.660,train
10.3_TC.683,validation
10.3_TC.697,train
10.3_TC.70,train
10.3_TC.709,train
10.3_TC.717,train
10.3_TC.776,train
10.3_TC.782,train
10.3_TC.805,validation
10.3_TC.831,train
10.3_TC.853,train
10.3_TC.866,train
10.3_TC.883,validation
10.3_TC.895,train
10.3_TC.901,train
10.3_TC.924,train
12.1_PE.1004,train
12.1_PE.1032,train
12.1_PE.105,train
12.1_PE.1068,train
12.1_PE.1074,train
12.1_PE.1082,train
12.1_PE.11,train
12.1_PE.1117,train
12.1_PE.1211,validation
12.1_PE.1237,train
12.1_PE.1264,validation
12.1_PE.1346,train
12.1_PE.1357,validation
12.1_PE.1419,train
12.1_PE.1448,train
12.1_PE.1473,train
12.1_PE.1511,train
12.1_PE.1521,train
12.1_PE.1667,train
12.1_PE.1673,train
12.1_PE.1698,train
12.1_PE.1738,train
12.1_PE.178,validation
12.1_PE.1785,train
12.1_PE.1815,train
12.1_PE.182,train
12.1_PE.1877,validation
12.1_PE.1898,train
12.1_PE.1921,validation
12.1_PE.1957,train
12.1_PE.1964,train
12.1_PE.2026,train
12.1_PE.2032,train
12.1_PE.2052,train
12.1_PE.2102,train
12.1_PE.250,train
12.1_PE.266,train
12.1_PE.287,train
12.1_PE.31,train
12.1_PE.341,train
12.1_PE.393,train
12.1_PE.456,train
12.1_PE.478,train
12.1_PE.481,train
12.1_PE.492,validation
12.1_PE.493,validation
12.1_PE.553,validation
12.1_PE.563,train
12.1_PE.645,train
12.1_PE.69,train
12.1_PE.692,train
12.1_PE.696,validation
12.1_PE.705,train
12.1_PE.736,train
12.1_PE.740,validation
12.1_PE.80,validation
12.1_PE.912,train
12.1_PE.914,validation
12.1_PE.936,train
12.1_PE.945,train
12.1_PE.958,validation
12.2_PE.1023,validation
12.2_PE.1080,train
12.2_PE.1081,train
12.2_PE.1089,validation
12.2_PE.1161,train
12.2_PE.1192,train
12.2_PE.1204,train
12.2_PE.1218,train
12.2_PE.1220,train
12.2_PE.1240,train
12.2_PE.1263,train
12.2_PE.1292,train
12.2_PE.1299,train
12.2_PE.1345,train
12.2_PE.1446,train
12.2_PE.1462,validation
12.2_PE.1544,train
12.2_PE.1547,train
12.2_PE.1629,validation
12.2_PE.1657,train
12.2_PE.1783,train
12.2_PE.1787,train
12.2_PE.1806,train
12.2_PE.1812,train
12.2_PE.1865,train
12.2_PE.1871,train
12.2_PE.1872,train
12.2_PE.1888,train
12.2_PE.1891,train
12.2_PE.1928,train
12.2_PE.2003,train
12.2_PE.2038,train
12.2_PE.2098,train
12.2_PE.2120,train
12.2_PE.2123,train
12.2_PE.265,validation
12.2_PE.268,train
12.2_PE.344,train
12.2_PE.381,train
12.2_PE.397,train
12.2_PE.433,train
12.2_PE.444,train
12.2_PE.469,train
12.2_PE.49,train
12.2_PE.559,train
12.2_PE.569,validation
12.2_PE.580,train
12.2_PE.602,train
12.2_PE.65,validation
12.2_PE.690,train
12.2_PE.739,validation
12.2_PE.745,train
12.2_PE.754,train
12.2_PE.77,validation
12.2_PE.779,train
12.2_PE.793,train
12.2_PE.815,validation
12.2_PE.865,validation
12.2_PE.870,train
12.2_PE.90,validation
12.2_PE.913,train
12.3_PE.1034,train
12.3_PE.1136,train
12.3_PE.1162,train
12.3_PE.1196,train
12.3_PE.1223,train
12.3_PE.1229,train
12.3_PE.133,validation
12.3_PE.1349,validation
12.3_PE.1369,validation
12.3_PE.1372,train
12.3_PE.138,train
12.3_PE.1461,train
12.3_PE.1474,train
12.3_PE.1477,train
12.3_PE.1490,train
12.3_PE.1500,train
12.3_PE.1524,train
12.3_PE.1714,train
12.3_PE.1724,train
12.3_PE.181,train
12.3_PE.1814,train
12.3_PE.1867,train
12.3_PE.1887,train
12.3_PE.1946,train
12.3_PE.200,train
12.3_PE.2005,train
12.3_PE.2024,train
12.3_PE.2054,train
12.3_PE.2057,train
12.3_PE.2079,validation
12.3_PE.2107,train
12.3_PE.212,validation
12.3_PE.217,train
12.3_PE.220,train
12.3_PE.23,train
12.3_PE.275,train
12.3_PE.295,train
12.3_PE.327,train
12.3_PE.423,train
12.3_PE.448,validation
12.3_PE.467,train
12.3_PE.514,train
12.3_PE.552,validation
12.3_PE.562,train
12.3_PE.603,train
12.3_PE.613,train
12.3_PE.663,train
12.3_PE.679,train
12.3_PE.729,train
12.3_PE.730,train
12.3_PE.777,train
12.3_PE.833,train
12.3_PE.844,train
12.3_PE.849,train
12.3_PE.89,train
12.3_PE.893,train
12.3_PE.917,train
12.3_PE.946,train
12.3_PE.962,validation
12.3_PE.97,train
2.1_DLL_v1.1.1007,train
2.1_DLL_v1.1.1020,train
2.1_DLL_v1.1.1031,train
2.1_DLL_v1.1.1126,validation
2.1_DLL_v1.1.1132,train
2.1_DLL_v1.1.1151,train
2.1_DLL_v1.1.1209,train
2.1_DLL_v1.1.1230,validation
2.1_DLL_v1.1.1253,train
2.1_DLL_v1.1.1300,train
2.1_DLL_v1.1.1301,train
2.1_DLL_v1.1.1306,train
2.1_DLL_v1.1.1308,train
2.1_DLL_v1.1.1341,train
2.1_DLL_v1.1.1380,train
2.1_DLL_v1.1.1457,train
2.1_DLL_v1.1.1485,train
2.1_DLL_v1.1.1510,train
2.1_DLL_v1.1.1520,validation
2.1_DLL_v1.1.1528,train
2.1_DLL_v1.1.1567,train
2.1_DLL_v1.1.1616,validation
2.1_DLL_v1.1.1679,train
2.1_DLL_v1.1.1684,train
2.1_DLL_v1.1.169,validation
2.1_DLL_v1.1.1727,validation
2.1_DLL_v1.1.1737,train
2.1_DLL_v1.1.1745,train
2.1_DLL_v1.1.1750,train
2.1_DLL_v1.1.1764,train
2.1_DLL_v1.1.1873,validation
2.1_DLL_v1.1.188,train
2.1_DLL_v1.1.1892,train
2.1_DLL_v1.1.1893,train
2.1_DLL_v1.1.1901,train
2.1_DLL_v1.1.1955,train
2.1_DLL_v1.1.1961,train
2.1_DLL_v1.1.1971,train
2.1_DLL_v1.1.1988,train
2.1_DLL_v1.1.2070,train
2.1_DLL_v1.1.2074,train
2.1_DLL_v1.1.2078,validation
2.1_DLL_v1.1.2091,train
2.1_DLL_v1.1.240,train
2.1_DLL_v1.1.243,train
2.1_DLL_v1.1.263,train
2.1_DLL_v1.1.29,validation
2.1_DLL_v1.1.308,train
2.1_DLL_v1.1.317,train
2.1_DLL_v1.1.319,train
2.1_DLL_v1.1.331,train
2.1_DLL_v1.1.338,train
2.1_DLL_v1.1.35,train
2.1_DLL_v1.1.352,train
2.1_DLL_v1.1.383,train
2.1_DLL_v1.1.389,train
2.1_DLL_v1.1.419,train
2.1_DLL_v1.1.47,train
2.1_DLL_v1.1.485,train
2.1_DLL_v1.1.497,train
2.1_DLL_v1.1.524,train
2.1_DLL_v1.1.561,train
2.1_DLL_v1.1.577,validation
2.1_DLL_v1.1.59,train
2.1_DLL_v1.1.590,train
2.1_DLL_v1.1.611,train
2.1_DLL_v1.1.667,train
2.1_DLL_v1.1.674,train
2.1_DLL_v1.1.684,train
2.1_DLL_v1.1.695,train
2.1_DLL_v1.1.701,train
2.1_DLL_v1.1.79,train
2.1_DLL_v1.1.819,train
2.1_DLL_v1.1.839,train
2.1_DLL_v1.1.842,train
2.1_DLL_v1.1.848,train
2.1_DLL_v1.1.887,train
2.1_DLL_v1.1.894,train
2.1_DLL_v1.1.932,train
2.1_DLL_v1.1.984,validation
2.2_DLL.1,train
2.2_DLL.1002,train
2.2_DLL.102,validation
2.2_DLL.1051,train
2.2_DLL.1138,train
2.2_DLL.1144,train
2.2_DLL.1215,validation
2.2_DLL.1216,train
2.2_DLL.124,validation
2.2_DLL.1252,train
2.2_DLL.1265,train
2.2_DLL.1270,train
2.2_DLL.1279,train
2.2_DLL.1303,train
2.2_DLL.1313,train
2.2_DLL.1319,train
2.2_DLL.1355,train
2.2_DLL.1377,train
2.2_DLL.1386,train
2.2_DLL.1390,validation
2.2_DLL.1391,train
2.2_DLL.1425,validation
2.2_DLL.144,train
2.2_DLL.1453,train
2.2_DLL.1454,validation
2.2_DLL.1460,train
2.2_DLL.1463,train
2.2_DLL.1468,train
2.2_DLL.1469,train
2.2_DLL.1486,train
2.2_DLL.1564,train
2.2_DLL.1607,train
2.2_DLL.1618,train
2.2_DLL.1621,train
2.2_DLL.1641,train
2.2_DLL.1643,validation
2.2_DLL.1680,validation
2.2_DLL.1699,train
2.2_DLL.1732,train
2.2_DLL.1907,train
2.2_DLL.1918,validation
2.2_DLL.1945,train
2.2_DLL.1967,train
2.2_DLL.198,train
2.2_DLL.1991,train
2.2_DLL.1998,train
2.2_DLL.2009,train
2.2_DLL.202,train
2.2_DLL.2020,validation
2.2_DLL.2043,validation
2.2_DLL.2044,train
2.2_DLL.2053,train
2.2_DLL.22,train
2.2_DLL.238,train
2.2_DLL.278,train
2.2_DLL.284,train
2.2_DLL.290,validation
2.2_DLL.291,train
2.2_DLL.336,train
2.2_DLL.357,validation
2.2_DLL.36,train
2.2_DLL.379,validation
2.2_DLL.41,train
2.2_DLL.450,train
2.2_DLL.471,train
2.2_DLL.486,train
2.2_DLL.488,validation
2.2_DLL.5,validation
2.2_DLL.615,train
2.2_DLL.633,validation
2.2_DLL.634,train
2.2_DLL.672,train
2.2_DLL.687,train
2.2_DLL.741,train
2.2_DLL.755,train
2.2_DLL.790,validation
2.2_DLL.803,train
2.2_DLL.931,validation
2.2_DLL.944,validation
2.2_DLL.955,train
2.2_DLL.981,train
2.2_DLL.997,train
2.3_DLL_v1.1.1014,validation
2.3_DLL_v1.1.1016,train
2.3_DLL_v1.1.1035,train
2.3_DLL_v1.1.1045,train
2.3_DLL_v1.1.1072,train
2.3_DLL_v1.1.1107,train
2.3_DLL_v1.1.120,train
2.3_DLL_v1.1.1249,train
2.3_DLL_v1.1.1255,train
2.3_DLL_v1.1.1257,validation
2.3_DLL_v1.1.134,train
2.3_DLL_v1.1.1344,train
2.3_DLL_v1.1.1353,train
2.3_DLL_v1.1.1361,train
2.3_DLL_v1.1.1405,train
2.3_DLL_v1.1.142,train
2.3_DLL_v1.1.1452,train
2.3_DLL_v1.1.1459,train
2.3_DLL_v1.1.1488,train
2.3_DLL_v1.1.1546,validation
2.3_DLL_v1.1.1550,validation
2.3_DLL_v1.1.1552,validation
2.3_DLL_v1.1.1568,train
2.3_DLL_v1.1.1569,train
2.3_DLL_v1.1.1626,train
2.3_DLL_v1.1.1687,train
2.3_DLL_v1.1.1696,validation
2.3_DLL_v1.1.170,train
2.3_DLL_v1.1.1703,validation
2.3_DLL_v1.1.1757,train
2.3_DLL_v1.1.1769,validation
2.3_DLL_v1.1.1786,train
2.3_DLL_v1.1.1828,train
2.3_DLL_v1.1.1834,train
2.3_DLL_v1.1.1853,train
2.3_DLL_v1.1.1863,train
2.3_DLL_v1.1.1920,train
2.3_DLL_v1.1.1936,validation
2.3_DLL_v1.1.2006,train
2.3_DLL_v1.1.2021,train
2.3_DLL_v1.1.2033,train
2.3_DLL_v1.1.2039,validation
2.3_DLL_v1.1.2046,train
2.3_DLL_v1.1.2081,train
2.3_DLL_v1.1.2112,train
2.3_DLL_v1.1.219,train
2.3_DLL_v1.1.225,validation
2.3_DLL_v1.1.239,train
2.3_DLL_v1.1.25,train
2.3_DLL_v1.1.270,train
2.3_DLL_v1.1.285,train
2.3_DLL_v1.1.329,train
2.3_DLL_v1.1.332,validation
2.3_DLL_v1.1.346,train
2.3_DLL_v1.1.356,validation
2.3_DLL_v1.1.361,train
2.3_DLL_v1.1.394,train
2.3_DLL_v1.1.402,train
2.3_DLL_v1.1.410,train
2.3_DLL_v1.1.422,validation
2.3_DLL_v1.1.432,train
2.3_DLL_v1.1.455,train
2.3_DLL_v1.1.462,train
2.3_DLL_v1.1.484,train
2.3_DLL_v1.1.554,validation
2.3_DLL_v1.1.573,validation
2.3_DLL_v1.1.576,validation
2.3_DLL_v1.1.583,train
2.3_DLL_v1.1.584,train
2.3_DLL_v1.1.597,train
2.3_DLL_v1.1.628,train
2.3_DLL_v1.1.643,train
2.3_DLL_v1.1.655,train
2.3_DLL_v1.1.677,train
2.3_DLL_v1.1.693,train
2.3_DLL_v1.1.711,train
2.3_DLL_v1.1.781,train
2.3_DLL_v1.1.811,train
2.3_DLL_v1.1.816,train
2.3_DLL_v1.1.817,validation
2.3_DLL_v1.1.935,train
2.3_DLL_v1.1.939,train
2.3_DLL_v1.1.977,validation
2.3_DLL_v1.1.996,validation
2.4.1017,train
2.4.106,train
2.4.1061,validation
2.4.1073,train
2.4.1075,train
2.4.1100,train
2.4.1114,train
2.4.1120,train
2.4.1121,train
2.4.1154,train
2.4.116,train
2.4.1174,train
2.4.1201,train
2.4.1202,train
2.4.1222,train
2.4.1225,validation
2.4.1235,train
2.4.125,train
2.4.1268,train
2.4.1288,train
2.4.1336,train
2.4.1358,validation
2.4.1360,train
2.4.1362,train
2.4.1370,validation
2.4.140,train
2.4.1403,validation
2.4.1430,train
2.4.1437,train
2.4.1440,validation
2.4.1475,train
2.4.1502,train
2.4.1516,validation
2.4.1531,train
2.4.1562,train
2.4.157,train
2.4.1576,train
2.4.1579,train
2.4.1606,train
2.4.1613,train
2.4.1622,train
2.4.1633,train
2.4.1645,train
2.4.1658,train
2.4.166,train
2.4.1694,train
2.4.1743,train
2.4.1748,validation
2.4.1762,validation
2.4.1781,validation
2.4.1798,train
2.4.1832,train
2.4.186,validation
2.4.197,train
2.4.1983,validation
2.4.20,train
2.4.2063,train
2.4.2077,train
2.4.2095,train
2.4.2103,train
2.4.2119,train
2.4.2126,validation
2.4.226,train
2.4.258,train
2.4.260,validation
2.4.261,validation
2.4.293,train
2.4.297,train
2.4.309,train
2.4.339,train
2.4.392,validation
2.4.395,train
2.4.396,validation
2.4.399,validation
2.4.400,train
2.4.405,train
2.4.408,validation
2.4.42,train
2.4.421,train
2.4.431,validation
2.4.436,train
2.4.466,train
2.4.474,train
2.4.48,train
2.4.50,train
2.4.508,train
2.4.517,train
2.4.525,train
2.4.540,validation
2.4.570,train
2.4.60,train
2.4.600,train
2.4.651,train
2.4.665,train
2.4.680,train
2.4.703,train
2.4.71,train
2.4.722,train
2.4.74,train
2.4.751,train
2.4.768,train
2.4.794,train
2.4.802,validation
2.4.813,train
2.4.846,train
2.4.850,train
2.4.876,train
2.4.889,validation
2.4.910,train
2.4.930,validation
2.4.96,train
2.4.965,train
2.4.974,train
2.4.998,train
4.13.1006,train
4.13.1013,train
4.13.1042,validation
4.13.1043,train
4.13.1059,train
4.13.1060,validation
4.13.108,train
4.13.1096,train
4.13.1102,train
4.13.1155,validation
4.13.1163,train
4.13.1193,train
4.13.1241,train
4.13.1274,validation
4.13.1283,train
4.13.1286,train
4.13.129,train
4.13.1311,train
4.13.1328,train
4.13.1329,train
4.13.1373,train
4.13.1394,validation
4.13.1397,validation
4.13.1413,train
4.13.1443,train
4.13.1493,train
4.13.1513,train
4.13.1541,train
4.13.1561,validation
4.13.1585,train
4.13.162,train
4.13.1624,train
4.13.164,validation
4.13.1661,train
4.13.1775,validation
4.13.1789,train
4.13.1797,train
4.13.1803,validation
4.13.1822,train
4.13.1838,train
4.13.1899,train
4.13.1962,train
4.13.1976,train
4.13.1994,train
4.13.2000,train
4.13.2101,validation
4.13.2110,validation
4.13.2114,train
4.13.213,train
4.13.215,train
4.13.24,validation
4.13.254,train
4.13.259,validation
4.13.289,train
4.13.345,train
4.13.366,train
4.13.374,train
4.13.390,train
4.13.435,train
4.13.441,train
4.13.449,train
4.13.452,train
4.13.495,train
4.13.545,train
4.13.565,train
4.13.599,train
4.13.614,train
4.13.623,train
4.13.657,train
4.13.720,train
4.13.723,train
4.13.738,train
4.13.742,train
4.13.784,train
4.13.804,train
4.13.806,train
4.13.830,train
4.13.882,train
4.13.886,train
4.13.908,train
4.13.911,train
4.13.942,train
4.13.963,train
4.13.964,validation
4.13.99,train
4.1_LM_v1.0.1019,train
4.1_LM_v1.0.1054,train
4.1_LM_v1.0.1062,train
4.1_LM_v1.0.1111,validation
4.1_LM_v1.0.1123,train
4.1_LM_v1.0.1145,validation
4.1_LM_v1.0.1150,train
4.1_LM_v1.0.1180,train
4.1_LM_v1.0.1187,train
4.1_LM_v1.0.1191,train
4.1_LM_v1.0.1200,train
4.1_LM_v1.0.1305,train
4.1_LM_v1.0.1309,train
4.1_LM_v1.0.1387,train
4.1_LM_v1.0.1396,train
4.1_LM_v1.0.1456,validation
4.1_LM_v1.0.1483,train
4.1_LM_v1.0.1484,validation
4.1_LM_v1.0.1529,train
4.1_LM_v1.0.1530,validation
4.1_LM_v1.0.1538,train
4.1_LM_v1.0.156,validation
4.1_LM_v1.0.1563,train
4.1_LM_v1.0.1582,validation
4.1_LM_v1.0.1596,train
4.1_LM_v1.0.1612,train
4.1_LM_v1.0.1634,train
4.1_LM_v1.0.1660,train
4.1_LM_v1.0.1788,train
4.1_LM_v1.0.1799,train
4.1_LM_v1.0.1800,train
4.1_LM_v1.0.1809,train
4.1_LM_v1.0.1855,validation
4.1_LM_v1.0.191,train
4.1_LM_v1.0.1923,train
4.1_LM_v1.0.1934,validation
4.1_LM_v1.0.194,train
4.1_LM_v1.0.1947,train
4.1_LM_v1.0.1966,train
4.1_LM_v1.0.2027,train
4.1_LM_v1.0.2061,train
4.1_LM_v1.0.2064,train
4.1_LM_v1.0.2087,train
4.1_LM_v1.0.2100,train
4.1_LM_v1.0.228,validation
4.1_LM_v1.0.256,train
4.1_LM_v1.0.257,train
4.1_LM_v1.0.27,validation
4.1_LM_v1.0.286,train
4.1_LM_v1.0.407,train
4.1_LM_v1.0.418,validation
4.1_LM_v1.0.427,validation
4.1_LM_v1.0.430,train
4.1_LM_v1.0.463,train
4.1_LM_v1.0.501,train
4.1_LM_v1.0.53,train
4.1_LM_v1.0.532,validation
4.1_LM_v1.0.586,validation
4.1_LM_v1.0.589,train
4.1_LM_v1.0.595,validation
4.1_LM_v1.0.648,train
4.1_LM_v1.0.670,train
4.1_LM_v1.0.765,train
4.1_LM_v1.0.767,train
4.1_LM_v1.0.775,train
4.1_LM_v1.0.783,validation
4.1_LM_v1.0.822,validation
4.1_LM_v1.0.825,train
4.1_LM_v1.0.826,train
4.1_LM_v1.0.851,train
4.1_LM_v1.0.879,validation
4.1_LM_v1.0.903,validation
4.1_LM_v1.0.916,train
4.1_LM_v1.0.94,train
4.1_LM_v1.0.949,train
4.2_LM_v1.0.1018,train
4.2_LM_v1.0.1029,train
4.2_LM_v1.0.1040,train
4.2_LM_v1.0.1116,train
4.2_LM_v1.0.114,train
4.2_LM_v1.0.115,train
4.2_LM_v1.0.1185,train
4.2_LM_v1.0.1189,train
4.2_LM_v1.0.1190,validation
4.2_LM_v1.0.1271,train
4.2_LM_v1.0.13,train
4.2_LM_v1.0.1304,train
4.2_LM_v1.0.1315,train
4.2_LM_v1.0.1320,validation
4.2_LM_v1.0.1322,train
4.2_LM_v1.0.1339,train
4.2_LM_v1.0.1364,train
4.2_LM_v1.0.1367,train
4.2_LM_v1.0.1385,train
4.2_LM_v1.0.1393,validation
4.2_LM_v1.0.1423,train
4.2_LM_v1.0.1427,train
4.2_LM_v1.0.143,validation
4.2_LM_v1.0.1434,train
4.2_LM_v1.0.1441,train
4.2_LM_v1.0.1447,train
4.2_LM_v1.0.1471,validation
4.2_LM_v1.0.1479,validation
4.2_LM_v1.0.1525,train
4.2_LM_v1.0.16,train
4.2_LM_v1.0.1601,train
4.2_LM_v1.0.1608,validation
4.2_LM_v1.0.1615,train
4.2_LM_v1.0.1628,train
4.2_LM_v1.0.1630,train
4.2_LM_v1.0.1654,train
4.2_LM_v1.0.1659,train
4.2_LM_v1.0.1693,train
4.2_LM_v1.0.1708,train
4.2_LM_v1.0.1719,train
4.2_LM_v1.0.1753,validation
4.2_LM_v1.0.1807,validation
4.2_LM_v1.0.1816,train
4.2_LM_v1.0.1862,train
4.2_LM_v1.0.1874,train
4.2_LM_v1.0.1884,train
4.2_LM_v1.0.1886,validation
4.2_LM_v1.0.1925,train
4.2_LM_v1.0.1926,train
4.2_LM_v1.0.1942,validation
4.2_LM_v1.0.1970,train
4.2_LM_v1.0.1981,train
4.2_LM_v1.0.1984,train
4.2_LM_v1.0.2040,train
4.2_LM_v1.0.2047,validation
4.2_LM_v1.0.2067,train
4.2_LM_v1.0.207,train
4.2_LM_v1.0.252,train
4.2_LM_v1.0.274,train
4.2_LM_v1.0.277,train
4.2_LM_v1.0.316,train
4.2_LM_v1.0.333,train
4.2_LM_v1.0.370,train
4.2_LM_v1.0.388,train
4.2_LM_v1.0.40,train
4.2_LM_v1.0.446,train
4.2_LM_v1.0.480,validation
4.2_LM_v1.0.640,validation
4.2_LM_v1.0.654,validation
4.2_LM_v1.0.673,train
4.2_LM_v1.0.694,train
4.2_LM_v1.0.713,train
4.2_LM_v1.0.721,train
4.2_LM_v1.0.727,train
4.2_LM_v1.0.87,train
4.2_LM_v1.0.881,train
4.2_LM_v1.0.918,train
4.2_LM_v1.0.971,train
